Pathway identifier,Pathway name,#Entities found,#Entities total,Entities ratio,Entities pValue,Entities FDR,#Reactions found,#Reactions total,Reactions ratio,Species identifier,Species name,Submitted entities found,Mapped entities,Found reaction identifiers
R-HSA-193681,"Ceramide signalling",2,8,5.605773947165581E-4,0.9554879071023207,0.9554879071023207,1,2,1.4730794726375488E-4,9606,Homo sapiens,"55650;4803","","R-HSA-193672"
R-HSA-75094,"Formation of the Editosome",2,8,5.605773947165581E-4,0.9554879071023207,0.9554879071023207,1,2,1.4730794726375488E-4,9606,Homo sapiens,"27350;9582","","R-HSA-77609"
R-HSA-9616222,"Transcriptional regulation of granulopoiesis",33,71,0.004975124378109453,0.9555118480786203,0.9555118480786203,20,27,0.0019886572880606908,9606,Homo sapiens,"8970;4297;6256;8334;6774;7027;2033;3021;3020;83607;83734;1019;2624;1017;4609;55766;3017;610;2664;83696;3015;3014;1719;8349;7913;5914;8365;5371;94239;8345;1051;2735;861;2313;1026;51176;688;7029;8339;1869","","R-HSA-9622386;R-HSA-9616243;R-HSA-9624112;R-HSA-9616214;R-HSA-9618582;R-HSA-9617207;R-HSA-8865505;R-HSA-9618586;R-HSA-9624120;R-HSA-9618584;R-HSA-9617209;R-HSA-9634429;R-HSA-9624668;R-HSA-9634433;R-HSA-9617194;R-HSA-9617067;R-HSA-9634442;R-HSA-9617064;R-HSA-9622377;R-HSA-9634445"
R-HSA-9683686,"Maturation of spike protein",4,13,9.109382664144068E-4,0.955793396852043,0.955793396852043,8,8,5.892317890550195E-4,9606,Homo sapiens,"2;821;5589;81792","","R-HSA-9683648;R-HSA-9683719;R-HSA-9686790;R-HSA-9683653;R-HSA-9683764;R-HSA-9683755;R-HSA-9683663;R-HSA-9683772"
R-HSA-375281,"Hormone ligand-binding receptors",4,13,9.109382664144068E-4,0.955793396852043,0.955793396852043,4,5,3.682698681593872E-4,9606,Homo sapiens,"2632;2720;3910;3911","","R-HSA-9724290;R-HSA-391378;R-HSA-391372;R-HSA-391375"
R-HSA-209952,"Peptide hormone biosynthesis",4,13,9.109382664144068E-4,0.955793396852043,0.955793396852043,3,5,3.682698681593872E-4,9606,Homo sapiens,"3624;29108;3910;83729","","R-HSA-265301;R-HSA-378975;R-HSA-378952"
R-HSA-9694635,"Translation of Structural Proteins",34,73,0.005115268726788592,0.9565087387582464,0.9565087387582464,22,43,0.00316712086617073,9606,Homo sapiens,"7341;84061;6233;11282;2030;2589;55741;1452;1650;54956;11320;3676;81792;4249;2209;6483;6482;7991;6487;4124;3276;6184;6480;2932;2931;2;56965;54620;83666;821;27090;6733;54626;5589;54625;7329;1603;3703","","R-HSA-9729330;R-HSA-9696980;R-HSA-9697018;R-HSA-9729279;R-HSA-9694718;R-HSA-9729307;R-HSA-9694780;R-HSA-9694364;R-HSA-9694467;R-HSA-9694529;R-HSA-9729318;R-HSA-9694337;R-HSA-9694656;R-HSA-9696807;R-HSA-9694438;R-HSA-9686790;R-HSA-9694341;R-HSA-9729283;R-HSA-9729260;R-HSA-9694793;R-HSA-9694447;R-HSA-9687724"
R-HSA-4641263,"Regulation of FZD by ubiquitination",8,22,0.0015415878354705346,0.9570200348793347,0.9570200348793347,6,6,4.419238417912646E-4,9606,Homo sapiens,"55366;4040;55766;8325;147;6233;84133;84870;27161;22898","","R-HSA-4641206;R-HSA-4641236;R-HSA-4641253;R-HSA-4641205;R-HSA-4641249;R-HSA-4641246"
R-HSA-727802,"Transport of nucleotide sugars",8,22,0.0015415878354705346,0.9570200348793347,0.9570200348793347,9,10,7.365397363187744E-4,9606,Homo sapiens,"55343;84912;1147;7355;51000;23443;11046;23169;347734","","R-HSA-741450;R-HSA-174368;R-HSA-741449;R-HSA-742345;R-HSA-742354;R-HSA-744231;R-HSA-735702;R-HSA-744230;R-HSA-742373"
R-HSA-1989781,"PPARA activates gene expression",90,175,0.012262630509424707,0.9571179829700431,0.9571179829700431,41,41,0.003019812918906975,9606,Homo sapiens,"22998;2033;2274;196;23568;27242;595;596;6907;598;51003;8800;57505;10499;639;51129;7296;112950;19;23179;23054;645;406;10025;1108;6256;90102;4199;6257;219541;26018;6095;771;892;29881;27063;57761;55588;4862;79718;9915;2180;34;8202;9412;4520;1374;3156;25850;81857;57491;2735;948;2617;50628;90120;2590;80205;29105;54797;84246;1893;1376;2069;2101;2222;3157;6667;51;4801;90871;7376;6720;80306;25790;1543;23097;1387;50486;5468;5469;85441;6837;133522;9442;96764;9282;9440;3738;211;610;51586;6721;8228;9439;6604;9575;9612;376497;9611;3992;26469;183;3074;9572;2531;9968;9969;84498","","R-HSA-1655826;R-HSA-1989778;R-HSA-560517;R-HSA-1989779;R-HSA-1989776;R-HSA-1989777;R-HSA-1989774;R-HSA-560473;R-HSA-1989775;R-HSA-1989772;R-HSA-1989773;R-HSA-1989770;R-HSA-1989771;R-HSA-1368065;R-HSA-1989768;R-HSA-1989767;R-HSA-1989764;R-HSA-1989765;R-HSA-1989762;R-HSA-1989760;R-HSA-1989761;R-HSA-1989758;R-HSA-1989759;R-HSA-879724;R-HSA-1989756;R-HSA-1989757;R-HSA-1989754;R-HSA-1989755;R-HSA-1989752;R-HSA-1989753;R-HSA-1801587;R-HSA-1989750;R-HSA-1989751;R-HSA-1989748;R-HSA-1989749;R-HSA-1989746;R-HSA-1989747;R-HSA-1989745;R-HSA-1655848;R-HSA-1655850;R-HSA-1592238"
R-HSA-6803207,"TP53 Regulates Transcription of Caspase Activators and Caspases",7,20,0.0014014434867913952,0.9593092479155322,0.9593092479155322,17,17,0.0012521175517419166,9606,Homo sapiens,"1622;7157;55367;834;2274;23400;8738;472","","R-HSA-6801415;R-HSA-6798082;R-HSA-6798081;R-HSA-6798126;R-HSA-6800396;R-HSA-6801355;R-HSA-6800490;R-HSA-6800279;R-HSA-6791349;R-HSA-6791348;R-HSA-6798129;R-HSA-6800798;R-HSA-6800797;R-HSA-6798139;R-HSA-6800794;R-HSA-6798138;R-HSA-6800793"
R-HSA-388844,"Receptor-type tyrosine-protein phosphatases",7,20,0.0014014434867913952,0.9593092479155322,0.9593092479155322,6,6,4.419238417912646E-4,9606,Homo sapiens,"1855;8497;91694;5792;8496;3556;11141;84189;5802","","R-HSA-6798258;R-HSA-6797810;R-HSA-6798257;R-HSA-6800380;R-HSA-6797803;R-HSA-388824"
R-HSA-2485179,"Activation of the phototransduction cascade",7,20,0.0014014434867913952,0.9593092479155322,0.9593092479155322,5,8,5.892317890550195E-4,9606,Homo sapiens,"1316;1312;29103;29108;58189;3619;9187","","R-HSA-74065;R-HSA-2514867;R-HSA-2485180;R-HSA-74059;R-HSA-2514891"
R-HSA-9018519,"Estrogen-dependent gene expression",78,154,0.010791114848293742,0.9597070310319229,0.9597070310319229,55,66,0.004861162259703911,9606,Homo sapiens,"8970;8850;8334;91653;7764;2353;2033;3320;27327;2669;2625;595;3838;1655;596;10735;4609;55766;2664;633;6667;2907;51523;10499;27161;192670;5431;94239;8345;4343;5433;7090;3176;3727;57678;1105;3326;1025;1387;1981;2354;1386;1509;5469;8339;7528;2957;3725;9166;5440;5441;90102;8312;9126;9687;23189;2494;200845;3021;3065;3020;23028;83607;83734;3738;26175;3017;83696;3015;2288;3014;5434;8349;5436;5437;8365;5451;8243;8204;6387;8202;3276;23112;7392;7391;57690;2735;861;5885;627;904","","R-HSA-9018505;R-HSA-9011981;R-HSA-9023884;R-HSA-8931981;R-HSA-9011983;R-HSA-9008271;R-HSA-9018497;R-HSA-9009536;R-HSA-9011971;R-HSA-9018499;R-HSA-9008258;R-HSA-9009541;R-HSA-9011975;R-HSA-9011997;R-HSA-9008285;R-HSA-9011985;R-HSA-9011984;R-HSA-9009065;R-HSA-9012000;R-HSA-9008315;R-HSA-8932020;R-HSA-8932021;R-HSA-8932033;R-HSA-8932037;R-HSA-9009371;R-HSA-9012315;R-HSA-9012186;R-HSA-9012319;R-HSA-9018334;R-HSA-9038161;R-HSA-9038163;R-HSA-8954199;R-HSA-9012203;R-HSA-9011949;R-HSA-8932076;R-HSA-9011950;R-HSA-9023840;R-HSA-9009378;R-HSA-1254392;R-HSA-9011941;R-HSA-9012196;R-HSA-9038052;R-HSA-9023846;R-HSA-9011961;R-HSA-9009533;R-HSA-9011966;R-HSA-9018494;R-HSA-9012208;R-HSA-9011952;R-HSA-9023859;R-HSA-9023861;R-HSA-8932084;R-HSA-9023860;R-HSA-9011958;R-HSA-9009526"
R-HSA-975163,"IRAK2 mediated activation of TAK1 complex upon TLR7/8 or 9 stimulation",6,18,0.0012612991381122556,0.9622769597436377,0.9622769597436377,5,5,3.682698681593872E-4,9606,Homo sapiens,"7189;6233;2890;2043;3656;148022;23118","","R-HSA-450358;R-HSA-975103;R-HSA-975147;R-HSA-975097;R-HSA-975185"
R-HSA-174495,"Synthesis And Processing Of GAG, GAGPOL Polyproteins",6,18,0.0012612991381122556,0.9622769597436377,0.9622769597436377,4,5,3.682698681593872E-4,9606,Homo sapiens,"79720;9397;90488;6233;89853;137492;7251","","R-HSA-184323;R-HSA-3149434;R-HSA-184392;R-HSA-184269"
R-HSA-1855204,"Synthesis of IP3 and IP4 in the cytosol",16,39,0.0027328147992432207,0.9628489255423286,0.9628489255423286,12,12,8.838476835825292E-4,9606,Homo sapiens,"29108;1460;5728;1459;3705;2932;51196;27124;1455;1454;1410;3344;5335;801;3633;1408;2914;3635;1407;3636;80271","","R-HSA-1855213;R-HSA-1855197;R-HSA-1855214;R-HSA-1855177;R-HSA-1855172;R-HSA-1855221;R-HSA-1855205;R-HSA-1855159;R-HSA-1855153;R-HSA-1855169;R-HSA-1855218;R-HSA-1855171"
R-HSA-190861,"Gap junction assembly",17,41,0.00287295914792236,0.9628560448163046,0.9628560448163046,14,16,0.001178463578110039,9606,Homo sapiens,"7277;10381;10383;10052;7280;58189;2690;84617;2700;730;2697;734;7846;10376;726;716;727;347733;84790","","R-HSA-191072;R-HSA-1629787;R-HSA-190662;R-HSA-190790;R-HSA-190788;R-HSA-190698;R-HSA-451056;R-HSA-190682;R-HSA-190520;R-HSA-191737;R-HSA-190686;R-HSA-190782;R-HSA-190687;R-HSA-190877"
R-HSA-888590,"GABA synthesis, release, reuptake and degradation",15,37,0.002592670450564081,0.9629559444531488,0.9629559444531488,6,10,7.365397363187744E-4,9606,Homo sapiens,"22999;25816;93589;18;29108;1272;23214;3728;80331;3949;29985;2653;3312;5864;6812;6844;6616;6857;7915","","R-HSA-888589;R-HSA-888572;R-HSA-888548;R-HSA-916855;R-HSA-888577;R-HSA-917744"
R-HSA-8982491,"Glycogen metabolism",18,43,0.0030131034966014996,0.96296016595171,0.96296016595171,34,39,0.00287250497164322,9606,Homo sapiens,"5255;6233;5256;5257;29108;3460;7360;29035;2548;283209;2997;55276;2632;2992;5236;801;5834;5836;5507","","R-HSA-71552;R-HSA-70272;R-HSA-3322041;R-HSA-70286;R-HSA-3322016;R-HSA-3781024;R-HSA-71515;R-HSA-70427;R-HSA-3322025;R-HSA-453339;R-HSA-453337;R-HSA-3322003;R-HSA-3322001;R-HSA-3781018;R-HSA-3781021;R-HSA-453346;R-HSA-71588;R-HSA-3781023;R-HSA-3322005;R-HSA-71590;R-HSA-3781009;R-HSA-453358;R-HSA-71593;R-HSA-3781011;R-HSA-453356;R-HSA-3781001;R-HSA-71541;R-HSA-3780995;R-HSA-3322057;R-HSA-3780994;R-HSA-9638127;R-HSA-3780997;R-HSA-9638125;R-HSA-9036727"
R-HSA-5358346,"Hedgehog ligand biogenesis",33,72,0.005045196552449022,0.9632225377492939,0.9632225377492939,15,15,0.0011048096044781615,9606,Homo sapiens,"9861;6233;5685;27248;5717;10956;5719;84447;7415;6469;5699;5710;5711;10213;51009;5714;7979;5716;5034;5694;5695;5696;3673;6400;9491;3428;5707;5708;5709;55733;1662;5720;5700;5701;5702","","R-HSA-5362448;R-HSA-5362386;R-HSA-5362549;R-HSA-5362551;R-HSA-5362422;R-HSA-5362553;R-HSA-5362459;R-HSA-5362427;R-HSA-5358336;R-HSA-5362437;R-HSA-5358340;R-HSA-5358343;R-HSA-5362441;R-HSA-5362793;R-HSA-5362412"
R-HSA-1234176,"Oxygen-dependent proline hydroxylation of Hypoxia-inducible Factor Alpha",33,72,0.005045196552449022,0.9632225377492939,0.9632225377492939,12,12,8.838476835825292E-4,9606,Homo sapiens,"8453;9861;7321;7323;6233;5685;8994;2034;5717;5719;84962;5699;5710;5711;9978;10213;5714;7979;5716;3091;5694;5695;5696;112398;9491;3428;5707;5708;5709;3148;5720;7428;5700;5701;5702","","R-HSA-1234163;R-HSA-1234179;R-HSA-1234177;R-HSA-1234166;R-HSA-1234183;R-HSA-1234165;R-HSA-1234181;R-HSA-1234169;R-HSA-1234175;R-HSA-1234159;R-HSA-1234172;R-HSA-1234173"
R-HSA-112126,"ALKBH3 mediated reversal of alkylation damage",3,11,7.707939177352673E-4,0.963339297509928,0.963339297509928,6,6,4.419238417912646E-4,9606,Homo sapiens,"221120;51008;10973","","R-HSA-5657637;R-HSA-5657617;R-HSA-112123;R-HSA-112125;R-HSA-5657642;R-HSA-112124"
R-HSA-5250958,"Toxicity of botulinum toxin type B (botB)",3,11,7.707939177352673E-4,0.963339297509928,0.963339297509928,5,5,3.682698681593872E-4,9606,Homo sapiens,"3949;29105;6844;6857","","R-HSA-5244402;R-HSA-5228940;R-HSA-5244404;R-HSA-5244397;R-HSA-194796"
R-HSA-9012546,"Interleukin-18 signaling",3,11,7.707939177352673E-4,0.963339297509928,0.963339297509928,4,4,2.9461589452750976E-4,9606,Homo sapiens,"8809;1737;3606","","R-HSA-8848370;R-HSA-6797293;R-HSA-8848395;R-HSA-8848392"
R-HSA-5652227,"Fructose biosynthesis",3,11,7.707939177352673E-4,0.963339297509928,0.963339297509928,2,2,1.4730794726375488E-4,9606,Homo sapiens,"231;2768;29105;6652","","R-HSA-5652195;R-HSA-5652172"
R-HSA-167827,"The proton buffering model",3,11,7.707939177352673E-4,0.963339297509928,0.963339297509928,1,1,7.365397363187744E-5,9606,Homo sapiens,"7351;9016;58189;1070","","R-HSA-170026"
R-HSA-446205,"Synthesis of GDP-mannose",3,11,7.707939177352673E-4,0.963339297509928,0.963339297509928,2,3,2.209619208956323E-4,9606,Homo sapiens,"57634;3107;4351;90324;29926","","R-HSA-446221;R-HSA-532549"
R-HSA-3371453,"Regulation of HSF1-mediated heat shock response",55,113,0.007918155700371382,0.9637482017811614,0.9637482017811614,14,14,0.0010311556308462842,9606,Homo sapiens,"6396;129401;10808;81929;2030;23644;9261;472;4927;259217;3313;2542;3312;55643;23165;55608;9631;7175;5594;5595;7531;100101267;3297;23411;8021;90987;6117;6119;6118;54806;5903;9883;348995;7266;9688;57122;84936;51182;573;2843;54978;6767;55706;23636;9531;3191;9532;22824;1495;23431;8086;23511;91582;53371;79023;3306;2932;3304;3303;79902;9529;10762;2539;3309;10049;3308","","R-HSA-3371537;R-HSA-5251955;R-HSA-5251959;R-HSA-5333051;R-HSA-4793925;R-HSA-3371518;R-HSA-5251942;R-HSA-3371435;R-HSA-3371531;R-HSA-3371467;R-HSA-5252041;R-HSA-3371567;R-HSA-4793911;R-HSA-5252079"
R-HSA-391251,"Protein folding",49,102,0.007147361782636115,0.9640021923851586,0.9640021923851586,28,28,0.0020623112616925685,9606,Homo sapiens,"50628;908;6950;7203;1460;2791;7280;1459;2787;26234;54476;6468;10376;10574;3832;2629;6902;10575;6903;22803;10381;10383;8786;3572;55294;55970;7846;60;2914;84790;8237;5201;6774;2294;84617;5082;11328;10238;2767;54331;347733;84261;7277;9134;22948;7157;26224;2776;54461;5204;2817;10564;2617;54948","","R-HSA-6814119;R-HSA-389956;R-HSA-390470;R-HSA-389955;R-HSA-8850560;R-HSA-389954;R-HSA-389964;R-HSA-6814124;R-HSA-389961;R-HSA-6814121;R-HSA-389963;R-HSA-6814120;R-HSA-389972;R-HSA-389974;R-HSA-389969;R-HSA-389970;R-HSA-8850527;R-HSA-389980;R-HSA-389976;R-HSA-389978;R-HSA-8850534;R-HSA-8850529;R-HSA-391266;R-HSA-8850539;R-HSA-6814409;R-HSA-390453;R-HSA-6814418;R-HSA-390459"
R-HSA-8955332,"Carboxyterminal post-translational modifications of tubulin",24,55,0.0038539695886763365,0.9649352193648679,0.9649352193648679,6,6,4.419238417912646E-4,9606,Homo sapiens,"7277;22846;10381;10383;9654;23287;25941;7280;374969;58189;60509;84617;26140;23093;29985;91978;79739;7846;79805;10376;54839;347733;158135;84790","","R-HSA-8955706;R-HSA-8955869;R-HSA-8955712;R-HSA-8865774;R-HSA-8867370;R-HSA-8866105"
R-HSA-6794362,"Protein-protein interactions at synapses",44,93,0.006516712213579987,0.9656010347474937,0.9656010347474937,33,33,0.0024305811298519554,9606,Homo sapiens,"8497;8496;8573;91694;11141;26037;29903;29902;57622;1855;57669;29985;3556;10211;55327;1739;2903;10611;91683;5792;93589;28988;23136;321;1742;444;2037;2036;2035;57555;2319;9369;2890;293;8825;84189;1959;10313;9455;9456;3151;22941;2893;6812;2739;5802;6857;2736;50944","","R-HSA-6794338;R-HSA-6794336;R-HSA-6794351;R-HSA-6794349;R-HSA-6794348;R-HSA-6794347;R-HSA-6797803;R-HSA-6794346;R-HSA-6794345;R-HSA-6794344;R-HSA-8849878;R-HSA-6794357;R-HSA-6794356;R-HSA-6794355;R-HSA-6798258;R-HSA-6794354;R-HSA-6797554;R-HSA-6797810;R-HSA-6797553;R-HSA-6794353;R-HSA-6798257;R-HSA-6794352;R-HSA-6800380;R-HSA-388824;R-HSA-8849882;R-HSA-8849881;R-HSA-8849891;R-HSA-8855648;R-HSA-6797568;R-HSA-8849900;R-HSA-6797974;R-HSA-8849908;R-HSA-8849906"
R-HSA-3858494,"Beta-catenin independent WNT signaling",84,166,0.01163198094036858,0.9656440060780682,0.9656440060780682,47,51,0.0037563526552257492,9606,Homo sapiens,"9861;64750;6233;4772;27327;23002;29108;2791;144165;1855;231;2787;29105;1499;1212;1211;5578;5699;5534;5216;3710;10213;27161;192670;1857;2824;1856;5592;5593;4343;57154;23213;160;163;5707;55970;5708;5709;51176;2157;801;5700;5701;5702;409;3845;5880;5881;5685;3383;1316;5717;54331;5719;1312;7976;5710;5711;5714;5879;7979;5716;8321;7474;8325;5694;5695;5530;5696;5532;8324;3397;1175;23112;9491;58189;1173;23513;57690;3428;57216;81029;2535;387;55033;4919;3344;745;5720;1849;6932;1846;2934;1845","","R-HSA-3858491;R-HSA-3858489;R-HSA-4332358;R-HSA-3858495;R-HSA-5140747;R-HSA-4332359;R-HSA-4551555;R-HSA-4086392;R-HSA-5138441;R-HSA-4086393;R-HSA-3858482;R-HSA-4332363;R-HSA-3858480;R-HSA-5140741;R-HSA-5138432;R-HSA-5138433;R-HSA-4608854;R-HSA-3858475;R-HSA-4608855;R-HSA-2730872;R-HSA-4608852;R-HSA-169680;R-HSA-5138459;R-HSA-4551571;R-HSA-4551570;R-HSA-4420052;R-HSA-4608862;R-HSA-4551453;R-HSA-398040;R-HSA-4551451;R-HSA-8944362;R-HSA-5099886;R-HSA-4608866;R-HSA-4332390;R-HSA-4411365;R-HSA-4518575;R-HSA-4551465;R-HSA-4411383;R-HSA-3965450;R-HSA-5099899;R-HSA-398193;R-HSA-3965444;R-HSA-3965446;R-HSA-3965447;R-HSA-4518585;R-HSA-3965441;R-HSA-4608825"
R-HSA-196108,"Pregnenolone biosynthesis",10,27,0.0018919487071683834,0.9660515402059205,0.9660515402059205,6,9,6.628857626868969E-4,9606,Homo sapiens,"2232;63910;2230;1294;134429;54552;2768;231;83930;10948;54432;55209;706;2879","","R-HSA-8951850;R-HSA-193065;R-HSA-193054;R-HSA-196126;R-HSA-196060;R-HSA-193101"
R-HSA-5661231,"Metallothioneins bind metals",5,16,0.0011211547894331162,0.9660753344157241,0.9660753344157241,17,27,0.0019886572880606908,9606,Homo sapiens,"4493;4494;29105;4501;4502","","R-HSA-5662614;R-HSA-5662615;R-HSA-5662613;R-HSA-5662608;R-HSA-5662622;R-HSA-5662623;R-HSA-5662621;R-HSA-5662653;R-HSA-5662618;R-HSA-5662619;R-HSA-5662598;R-HSA-5662596;R-HSA-5662595;R-HSA-5661217;R-HSA-5662606;R-HSA-5662986;R-HSA-5662603"
R-HSA-73943,"Reversal of alkylation damage by DNA dioxygenases",5,16,0.0011211547894331162,0.9660753344157241,0.9660753344157241,7,13,9.575016572144067E-4,9606,Homo sapiens,"79068;25836;221120;51008;10973","","R-HSA-5657637;R-HSA-5657617;R-HSA-112123;R-HSA-8857692;R-HSA-112125;R-HSA-5657642;R-HSA-112124"
R-HSA-400206,"Regulation of lipid metabolism by PPARalpha",90,177,0.012402774858103847,0.9666251402937306,0.9666251402937306,44,44,0.0032407748398026073,9606,Homo sapiens,"22998;2033;2274;196;23568;27242;595;596;6907;598;51003;8800;57505;10499;639;51129;7296;112950;19;23179;23054;645;406;10025;1108;6256;90102;4199;6257;219541;26018;6095;771;892;29881;27063;57761;55588;4862;79718;9915;2180;34;8202;9412;4520;1374;3156;25850;81857;57491;2735;948;2617;50628;90120;2590;80205;29105;54797;84246;1893;1376;2069;2101;2222;3157;6667;51;4801;90871;7376;6720;80306;25790;1543;23097;1387;50486;5468;5469;85441;6837;133522;9442;96764;9282;9440;3738;211;610;51586;6721;8228;9439;6604;9575;9612;376497;9611;3992;26469;183;3074;9572;2531;9968;9969;84498","","R-HSA-400143;R-HSA-400204;R-HSA-1655826;R-HSA-1989778;R-HSA-560517;R-HSA-1989779;R-HSA-1989776;R-HSA-1989777;R-HSA-1989774;R-HSA-560473;R-HSA-1989775;R-HSA-1989772;R-HSA-1989773;R-HSA-1989770;R-HSA-1989771;R-HSA-1368065;R-HSA-1989768;R-HSA-1989767;R-HSA-1989764;R-HSA-1989765;R-HSA-1989762;R-HSA-1989760;R-HSA-1989761;R-HSA-1989758;R-HSA-1989759;R-HSA-879724;R-HSA-1989756;R-HSA-1989757;R-HSA-1989754;R-HSA-1989755;R-HSA-1989752;R-HSA-1989753;R-HSA-1801587;R-HSA-1989750;R-HSA-1989751;R-HSA-1989748;R-HSA-1989749;R-HSA-1989746;R-HSA-1989747;R-HSA-1989745;R-HSA-1655848;R-HSA-400183;R-HSA-1655850;R-HSA-1592238"
R-HSA-977347,"Serine biosynthesis",9,25,0.001751804358489244,0.9674213311941027,0.9674213311941027,7,7,5.155778154231421E-4,9606,Homo sapiens,"57515;256987;10955;29985;55654;26227;5723;55075;347735;29968;63826","","R-HSA-977324;R-HSA-9034539;R-HSA-9014766;R-HSA-977348;R-HSA-977333;R-HSA-8932980;R-HSA-9014741"
R-HSA-1181150,"Signaling by NODAL",9,25,0.001751804358489244,0.9674213311941027,0.9674213311941027,10,12,8.838476835825292E-4,9606,Homo sapiens,"5594;5595;5045;4088;91;1495;3033;93;2309;10589","","R-HSA-1181155;R-HSA-173488;R-HSA-1181152;R-HSA-1225894;R-HSA-1181351;R-HSA-1181156;R-HSA-1535903;R-HSA-1181355;R-HSA-1225919;R-HSA-170847"
R-HSA-201722,"Formation of the beta-catenin:TCF transactivating complex",30,67,0.004694835680751174,0.9680523536217749,0.9680523536217749,13,13,9.575016572144067E-4,9606,Homo sapiens,"8970;90780;8334;2033;3021;3065;3020;8295;83607;83734;79577;4609;55766;3017;1499;2664;83696;3015;3014;8349;8607;8365;4221;94239;8345;7091;7090;26108;8085;2735;51176;1387;864;6932;8339","","R-HSA-3299569;R-HSA-4411367;R-HSA-3322422;R-HSA-3451153;R-HSA-3364026;R-HSA-3322427;R-HSA-3322424;R-HSA-4411372;R-HSA-201712;R-HSA-4411351;R-HSA-3364014;R-HSA-4411357;R-HSA-3451147"
R-HSA-421270,"Cell-cell junction organization",30,67,0.004694835680751174,0.9680523536217749,0.9680523536217749,20,21,0.0015467334462694261,9606,Homo sapiens,"9069;23705;5584;64398;27106;29108;25945;5817;5818;5819;1499;27101;4301;71;137075;221935;51706;5010;1495;64403;9076;1490;3728;10207;27097;1004;56288;54962;1002;84612;1364;60;84552;1009","","R-HSA-420582;R-HSA-420580;R-HSA-5692437;R-HSA-419011;R-HSA-420591;R-HSA-433711;R-HSA-419981;R-HSA-420586;R-HSA-420584;R-HSA-420598;R-HSA-420661;R-HSA-373745;R-HSA-420595;R-HSA-420019;R-HSA-420592;R-HSA-420593;R-HSA-433725;R-HSA-419002;R-HSA-419003;R-HSA-419001"
R-HSA-2151201,"Transcriptional activation of mitochondrial biogenesis",41,88,0.0061663513418821385,0.9690864348780348,0.9690864348780348,30,32,0.002356927156220078,9606,Homo sapiens,"22998;50628;23408;2551;29108;23082;596;6907;80205;29105;797;2101;10499;4208;4209;2710;23373;23054;1387;1386;801;5469;85441;54205;133522;6256;96764;90102;5442;64216;211;2885;610;55902;7019;51106;814;3732;79718;6604;6648;1955;3418;64784;6742;9611;25850;9572;200186;2617","","R-HSA-5688276;R-HSA-1368140;R-HSA-2466367;R-HSA-8940309;R-HSA-1592249;R-HSA-1592250;R-HSA-1592251;R-HSA-1592252;R-HSA-2466369;R-HSA-2466370;R-HSA-1592240;R-HSA-111912;R-HSA-1592241;R-HSA-1592243;R-HSA-1605428;R-HSA-1592245;R-HSA-1592246;R-HSA-1592247;R-HSA-5688294;R-HSA-1592232;R-HSA-2466391;R-HSA-1592234;R-HSA-1592235;R-HSA-1592236;R-HSA-1592238;R-HSA-5688289;R-HSA-1592239;R-HSA-1592229;R-HSA-2466392;R-HSA-1592231"
R-HSA-2033519,"Activated point mutants of FGFR2",8,23,0.0016116600098101043,0.9691516582598269,0.9691516582598269,10,10,7.365397363187744E-4,9606,Homo sapiens,"2247;2246;1809;28976;23035;2252;2250","","R-HSA-2033486;R-HSA-2029983;R-HSA-2077421;R-HSA-2033479;R-HSA-2033474;R-HSA-2033490;R-HSA-2029984;R-HSA-2077424;R-HSA-2033472;R-HSA-2033488"
R-HSA-6807062,"Cholesterol biosynthesis via lathosterol",4,14,9.810104407539765E-4,0.970881315393485,0.970881315393485,4,4,2.9461589452750976E-4,9606,Homo sapiens,"54880;1718;1717;6309","","R-HSA-6807055;R-HSA-6807053;R-HSA-6807052;R-HSA-6807064"
R-HSA-6807047,"Cholesterol biosynthesis via desmosterol",4,14,9.810104407539765E-4,0.970881315393485,0.970881315393485,4,4,2.9461589452750976E-4,9606,Homo sapiens,"54880;1718;1717;6309","","R-HSA-196402;R-HSA-195664;R-HSA-196417;R-HSA-195690"
R-HSA-9664535,"LTC4-CYSLTR mediated IL4 production",4,14,9.810104407539765E-4,0.970881315393485,0.970881315393485,3,3,2.209619208956323E-4,9606,Homo sapiens,"57504;2687;29105;29985","","R-HSA-9664306;R-HSA-266012;R-HSA-266046"
R-HSA-1483248,"Synthesis of PIPs at the ER membrane",4,14,9.810104407539765E-4,0.970881315393485,0.970881315393485,4,5,3.682698681593872E-4,9606,Homo sapiens,"55300;5297;8898;6305","","R-HSA-6809764;R-HSA-6809778;R-HSA-6809777;R-HSA-1675813"
R-HSA-1483226,"Synthesis of PI",4,14,9.810104407539765E-4,0.970881315393485,0.970881315393485,2,3,2.209619208956323E-4,9606,Homo sapiens,"29035;9600;57605;10423","","R-HSA-1482976;R-HSA-8869241"
R-HSA-2024096,"HS-GAG degradation",18,44,0.0030831756709410693,0.9711277119418511,0.9711277119418511,13,14,0.0010311556308462842,9606,Homo sapiens,"221914;6383;10082;9672;6385;92799;2067;29108;29988;6382;2239;3339;54165;138050;3425;2720;3423;375790;2817;6448;2959;4669","","R-HSA-2090079;R-HSA-1678650;R-HSA-1667005;R-HSA-2090043;R-HSA-1678716;R-HSA-2090038;R-HSA-2024084;R-HSA-2090037;R-HSA-1678708;R-HSA-1678742;R-HSA-2090085;R-HSA-1678660;R-HSA-1678694"
